listing_id,city,district,listing_name,property_type,listing_type,bedrooms,baths,guests,adr_usd,occupancy,ttm_revenue,avg_stay,rating,reviews,registered,source
1140394693785722870,Da Nang,Hải Châu District,Y House Near Airport And Center City 3 Bb Full Ac,villa,Entire home,3,3.0,7,71.0,0.532,13683.0,4.1,4.97,36,False,sourced-airroi
1020791843324319178,Ho Chi Minh City,District 1,Cozy house in the heart of the Central District 1,villa,Entire home,2,1.0,4,61.4,0.6,13425.0,4.8,4.92,73,False,sourced-airroi
837537869728794938,Da Nang,Ngũ Hành Sơn District,KNP -Spectacular View from a Luxurious Penthouse,villa,Entire rental unit,4,2.0,8,98.6,0.407,13383.0,3.6,4.59,39,False,sourced-airroi
1541830767290504644,Da Nang,,Watch the sunrise from the 3-bedroom apartment - sea view,apartment,Entire rental unit,3,2.0,7,77.5,0.43,13374.0,4.2,4.92,13,False,sourced-airroi
848093492539722132,Ho Chi Minh City,District 7,Infinity pool+River Panorama 3 bedrooms luxury apt,apartment,Entire rental unit,3,2.0,8,54.5,0.722,13250.0,5.7,4.77,71,False,sourced-airroi
1518020716969070568,Da Nang,,3BR Lantern House Architecture Stay near Han River,villa,Entire home,3,2.0,7,95.8,0.378,13209.0,3.0,4.9,31,False,sourced-airroi
921671306549663108,Ho Chi Minh City,District 1,Spacious 2Br(3beds)+1Wc; Central D1; 300M Bui Vien,apartment,Entire rental unit,2,1.0,4,105.4,0.323,13209.0,3.1,4.85,72,False,sourced-airroi
1117953417131073892,Da Nang,Thanh Khê District,Rubber HOUSE - 4Brs | near The Airport,villa,Entire townhouse,4,4.0,8,70.1,0.571,13020.0,2.9,4.77,53,False,sourced-airroi
875995689888206332,Da Lat,Phường 3,Entire 2-bedroom Family Apartment - Lavita home,villa,Tiny home,2,2.0,4,64.7,0.545,13006.0,2.1,4.97,119,False,sourced-airroi
42219091,Ho Chi Minh City,District 3,G00D Deal! Free Pool+Gym 3BR Suite Leman Luxury,apartment,Entire serviced apartment,3,2.0,6,160.5,0.208,12965.0,1.7,4.87,39,False,sourced-airroi
1388047549722447938,Ho Chi Minh City,,Staycation Apt-Colorful 4BR Penthouse In Heart D3,villa,Entire rental unit,4,3.0,8,144.3,0.455,12889.0,5.4,5.0,4,False,sourced-airroi
1297427650978575728,Ho Chi Minh City,Binh Thanh District,Landmark 2• 17F• 20% OFF• City View• Free Netflix,apartment,Entire condo,2,1.0,4,61.6,0.573,12886.0,3.5,4.81,79,False,sourced-airroi
981429723350076401,Da Nang,Ngũ Hành Sơn District,Furama Danang Resort - 4 bedrooms - private beach,apartment,Castle,4,4.0,8,330.5,0.136,12747.0,2.6,0.0,1,False,sourced-airroi
1128145470666667813,Da Nang,Ngũ Hành Sơn District,Muong Thanh Apartment 3 Bedrooms Sea View,apartment,Entire rental unit,3,2.0,8,118.8,0.393,12683.0,3.4,5.0,4,False,sourced-airroi
1417837456751588530,Ho Chi Minh City,,Brightening view - 3BRs - King beds- Amazing  Pool,apartment,Entire rental unit,3,2.0,6,66.9,0.521,12576.0,3.7,5.0,25,False,sourced-airroi
1544066367902576294,Ho Chi Minh City,,Spacious 4 bedrooms Apart in HCMC Center Free Pool,apartment,Entire rental unit,4,2.0,8,138.0,0.297,12568.0,4.8,4.83,6,False,sourced-airroi
1512769699503594822,Da Nang,,Dang Khanh Homestay,villa,Entire home,4,4.0,8,96.7,0.432,12551.0,10.0,4.83,6,False,sourced-airroi
772791785505968369,Ho Chi Minh City,District 1,Stylish; High-Quality Studio with City Charm in D1,apartment,Entire rental unit,1,1.0,2,44.7,0.759,12378.0,2.6,4.87,154,False,sourced-airroi
858578128815367052,Ho Chi Minh City,District 1,Ductaigallery's Apt & Entire in Bui vien st.,apartment,Entire rental unit,3,1.0,6,48.4,0.663,12302.0,3.0,4.7,71,False,sourced-airroi
1310608981450032228,Da Nang,,In front of MyKhe beach Panorama 15fl Suite,apartment,Entire serviced apartment,2,1.0,4,77.1,0.609,12271.0,10.1,4.47,17,False,sourced-airroi
695147235363699785,Da Nang,Ngũ Hành Sơn District,Pool Villa Da Nang/Free Pick-up Airport/ Billiards,villa,Entire villa,4,3.0,10,165.4,0.55,12230.0,4.5,4.48,21,False,sourced-airroi
922977270714302797,Da Nang,Ngũ Hành Sơn District,Apartment 1840 with two bedrooms; Sea view in Muong Thanh,apartment,Entire rental unit,2,1.0,4,45.8,0.872,12122.0,20.0,4.86,22,False,sourced-airroi
1336282794597827052,Da Nang,,Sky House/4BR/5m BachDang walking street/Han River,villa,Entire home,4,6.0,8,94.6,0.341,11961.0,3.5,4.68,25,False,sourced-airroi
1402958782408737657,Ho Chi Minh City,,2BR Serviced Apt. City Center next to Park 12TD4,apartment,Entire rental unit,2,1.0,4,48.5,0.649,11888.0,3.8,4.95,43,False,sourced-airroi
1159685102945727052,Da Lat,Phường 10,3-bedroom apartment Chubby House Da Lat,villa,Entire rental unit,3,2.0,6,56.2,0.611,11846.0,2.0,4.96,25,False,sourced-airroi
841536217626528686,Da Nang,Ngũ Hành Sơn District,DaNang Penthouse-41Floor  Seaview Corner,villa,Entire rental unit,2,1.0,4,52.7,0.756,11818.0,3.5,4.73,40,False,sourced-airroi
1560178184662825900,Ho Chi Minh City,,Apartment high-class Tresor 3 Bedroom View River,apartment,Entire rental unit,3,2.0,6,95.2,0.334,11776.0,4.9,5.0,7,False,sourced-airroi
838980097361797305,Ho Chi Minh City,District 7,Sunrise City View 2Bd Apt. Pool Gym/10min to D.1,apartment,Entire condo,2,1.0,4,47.8,0.661,11734.0,4.6,4.9,77,False,sourced-airroi
1562358866556666131,Ho Chi Minh City,,Family room • Rooftop pool • Steps to Ben Thanh,apartment,Room in hotel,2,1.0,4,109.9,0.288,11663.0,1.7,4.83,12,False,sourced-airroi
1372492411092321849,Da Nang,,Sky Pool Villa /4BR /Near Beach & Sơn Trà,villa,Entire home,4,4.0,8,151.7,0.213,11662.0,6.9,2.33,3,False,sourced-airroi
750473156103873535,Ho Chi Minh City,District 1,The Tresor APT at Center 2bedroom,apartment,Entire rental unit,2,1.0,4,52.3,0.603,11589.0,4.5,4.77,48,False,sourced-airroi
1022396143772220000,Da Nang,Ngũ Hành Sơn District,Sea front apartmet,apartment,Entire rental unit,2,1.0,4,49.3,0.81,11518.0,3.3,4.76,78,False,sourced-airroi
816400214388156459,Ho Chi Minh City,Binh Thanh District,Vinhomes C. Park-Landmark 3-1BR Netflix and Chill,villa,Entire condo,1,1.0,2,40.0,0.784,11509.0,5.2,4.98,44,False,sourced-airroi
1401111303360681838,Ho Chi Minh City,,Cozy 2BR Serv. Apt. City Center Next to Park 12TD3,apartment,Entire rental unit,2,1.0,4,51.0,0.581,11426.0,3.9,4.94,36,False,sourced-airroi
1088130087789003650,Ho Chi Minh City,District 4,Saigon Royal 2 bedrooms near Ben Thanh 7,apartment,Entire condo,2,1.0,4,56.9,0.596,11395.0,8.8,4.85,13,False,sourced-airroi
656409949394354096,Ho Chi Minh City,Thủ Đức,Galleria Skyline View Retreat | Pool & Gym,apartment,Entire condo,1,1.0,2,68.6,0.474,11378.0,3.8,4.9,72,False,sourced-airroi
1388793234606644391,Da Nang,,Chic 2BR 2BA Duplex 100m² | Skyline Views Central,apartment,Entire serviced apartment,2,2.0,5,88.9,0.369,11377.0,3.6,4.97,65,False,sourced-airroi
550905551089662819,Da Lat,Phường 10,Roji,villa,Entire home,3,3.0,6,94.6,0.332,11275.0,2.8,4.91,196,False,sourced-airroi
1454683069966817391,Ho Chi Minh City,,Landmark 2 • 20% OFF •Nice View•Cozy• Free Netflix,apartment,Entire rental unit,2,1.0,4,54.9,0.54,11220.0,4.5,4.85,26,False,sourced-airroi
1113717223635630089,Ho Chi Minh City,,Empire City Thu Thiem- 1 large bedroom apartment,apartment,Entire rental unit,1,1.0,2,71.7,0.537,11204.0,6.6,5.0,5,False,sourced-airroi
1149852181500806941,Da Lat,Phường 10,Envy Dalat - home garden,villa,Entire home,3,2.0,6,53.8,0.574,11113.0,2.5,4.9,51,False,sourced-airroi
1196031269420945896,Ho Chi Minh City,Binh Thanh District,L81 view; top floor; renovated; equipped [1-bed],apartment,Entire rental unit,1,1.0,2,53.7,0.584,11073.0,6.9,4.93,41,False,sourced-airroi
1325619211789394703,Ho Chi Minh City,,3BR - Top floor Free swimming pool & gym,apartment,Entire rental unit,3,2.0,6,112.5,0.26,11031.0,5.9,4.65,17,False,sourced-airroi
1542788747748016388,Ho Chi Minh City,,Cozy-Modern 3BR/2WC • D1 Center • Views • Bui Vien,apartment,Entire rental unit,3,2.0,6,236.1,0.126,11020.0,3.3,5.0,5,False,sourced-airroi
749119836918464093,Ho Chi Minh City,District 7,#7- Midtown Premium Aparments,apartment,Entire rental unit,2,2.0,4,83.0,0.364,11018.0,4.4,4.96,25,False,sourced-airroi
1122055743234971114,Ho Chi Minh City,District 1,Executive Living near Attractions & Restaurants D1,apartment,Entire rental unit,1,1.0,2,75.1,0.472,10979.0,3.0,4.97,32,False,sourced-airroi
942579409974566924,Da Nang,Sơn Trà District,4 King Bed Rooms- My Khe Beach- Da Nang,villa,Entire home,4,3.0,9,51.0,0.746,10944.0,3.7,4.51,94,False,sourced-airroi
1485311452861972929,Da Nang,,Cassia House 4BR – Private Jacuzzi - My Khe Beach,villa,Entire home,4,4.0,8,148.2,0.211,10921.0,5.1,4.8,10,False,sourced-airroi
1156451636317015944,Da Lat,Phường 10,2 Bedroom Apartment with Valley View and Balcony,apartment,Entire rental unit,2,1.0,4,56.5,0.662,10872.0,2.3,5.0,23,False,sourced-airroi
1521812677222500900,Ho Chi Minh City,,Central Saigon 4BR Apartment – Ben Thanh Tower,apartment,Entire rental unit,4,3.0,8,284.1,0.115,10829.0,2.8,0.0,1,False,sourced-airroi
1530796670857434303,Ho Chi Minh City,,Masteri T1 3BR/pool & gym free/KoRean host,apartment,Entire rental unit,3,2.0,6,83.6,0.345,10829.0,4.3,4.75,24,False,sourced-airroi
29301610,Ho Chi Minh City,District 3,Enchanting home in central saigon (L1),villa,Entire rental unit,3,1.0,6,63.1,0.444,10790.0,3.2,4.88,180,False,sourced-airroi
995208650476028988,Da Nang,Hải Châu District,Bibi’s home,villa,Private room in home,4,0.0,0,111.2,0.306,10765.0,2.6,4.75,16,False,sourced-airroi
1293257441337246960,Da Nang,Hải Châu District,Home 3BRS - Near Dragon Bridge - Da Nang Center,villa,Entire home,3,3.0,6,151.1,0.195,10737.0,3.7,5.0,3,False,sourced-airroi
1241749885387554114,Da Nang,Ngũ Hành Sơn District,2BR/Sunrise Beach front Apt/Dragon Bridge5',apartment,Entire rental unit,2,1.0,4,47.8,0.772,10720.0,14.6,4.71,17,False,sourced-airroi
1577326467482053103,Da Nang,,3BR Pool Villa | 5 Min walk to My Khe Beach,villa,Entire villa,3,3.0,6,162.0,0.188,10690.0,2.8,0.0,1,False,sourced-airroi
49426694,Da Nang,Hải Châu District,Family Large Room With Pool View,apartment,Entire rental unit,2,1.0,4,55.1,0.537,10682.0,1.5,4.81,48,False,sourced-airroi
1414542721580197466,Ho Chi Minh City,,Japanese Town Best Apartment,apartment,Entire rental unit,3,2.0,6,150.0,0.17,10633.0,3.1,5.0,3,False,sourced-airroi
1055438937811759035,Da Nang,,[Holiday Discount] Muong Thanh•3BR•2BTH•Seaview,apartment,Entire rental unit,3,2.0,6,99.0,0.289,10606.0,4.7,4.79,33,False,sourced-airroi
1541136729511652391,Da Nang,,Fireworks view 35Fl Oceanview suite MuongThanh APT,apartment,Entire rental unit,2,1.0,4,49.9,0.488,10422.0,6.8,5.0,30,False,sourced-airroi
1196227119184098395,Ho Chi Minh City,Thủ Đức,Lumiere Riverside | 36floor | 2tv/15 minutes to Group 1| 3 minutes to ,apartment,Entire rental unit,1,1.0,2,59.1,0.625,10419.0,5.1,4.87,38,False,sourced-airroi
786044360288463792,Ho Chi Minh City,District 7,#1 - Midtown Premium Aparments,apartment,Entire rental unit,2,2.0,4,92.7,0.331,10325.0,8.8,5.0,19,False,sourced-airroi
1508470522976223857,Da Nang,,Beach Front Apartment*2Pax*Infinity Pool OceanView,apartment,Entire condo,1,1.0,2,61.2,0.464,10302.0,5.2,4.79,14,False,sourced-airroi
1490545591737199010,Da Lat,,Little Fish Dalat.,villa,Tiny home,2,1.0,4,96.7,0.288,10299.0,3.2,4.67,6,False,sourced-airroi
1011863939656226901,Da Nang,Hải Châu District,LeilaHouse Danang - 3BRs - Free picking airport,villa,Entire home,3,3.0,6,75.5,0.395,10194.0,2.9,4.83,30,False,sourced-airroi
38443892,Ho Chi Minh City,Binh Thanh District,4 Bedroom/4WC combo 2APT same building Landmark Lp,apartment,Entire serviced apartment,4,4.0,8,145.3,0.192,10170.0,3.0,4.88,64,False,sourced-airroi
1359520173700631373,Da Nang,,Villa 350m2*Center*BestPrice*New4BR*BeachMyKhe900m,villa,Entire villa,4,4.0,8,113.4,0.34,10147.0,5.5,4.87,38,False,sourced-airroi
897366410024863090,Ho Chi Minh City,Binh Thanh District,37th FL_Landmark Plus_Luxury 1BR Apt with CityView,apartment,Entire rental unit,1,1.0,2,49.1,0.6,10077.0,4.5,4.74,113,False,sourced-airroi
1258465518385190149,Ho Chi Minh City,,3 bedroom apartment; Landmark 2,apartment,Entire rental unit,3,2.0,6,79.8,0.375,10071.0,5.5,5.0,20,False,sourced-airroi
1221435028089269285,Ho Chi Minh City,District 7,Attractive View-Large 3Brs -TopFloor-Free Pool&Gym,apartment,Entire rental unit,3,2.0,6,68.5,0.435,10028.0,4.5,4.86,29,False,sourced-airroi
29200096,Ho Chi Minh City,District 1,Royal design 3BRs; STUNNING VIEW; HEART of HCMcity,apartment,Entire condo,3,2.0,6,110.7,0.585,10011.0,4.4,4.79,167,False,sourced-airroi
1404861548095143754,Ho Chi Minh City,,2-bedroom apartment - Landmark 2,apartment,Entire condo,2,1.0,4,52.1,0.537,9952.0,9.3,4.5,12,False,sourced-airroi
954691603419846733,Ho Chi Minh City,District 7,New! Light and airy 2BR apartment D7HCM near CBD,apartment,Entire rental unit,2,1.0,4,44.1,0.619,9949.0,5.3,4.94,52,False,sourced-airroi
1530913122169467468,Ho Chi Minh City,,Park 3 3bedroom Vinhome Central Park ( 12.09),villa,Entire rental unit,3,2.0,6,78.5,0.34,9856.0,7.3,4.8,10,False,sourced-airroi
957511879001511733,Da Nang,Sơn Trà District,3BR Serene House in My Khe Beach,villa,Entire home,3,2.0,6,65.0,0.415,9855.0,2.9,4.66,65,False,sourced-airroi
1145520175326654427,Da Nang,Ngũ Hành Sơn District,40th Floor-2 BRs Sea View  Muong Thanh Luxury APT,apartment,Entire rental unit,2,1.0,4,44.1,0.645,9765.0,4.2,4.86,99,False,sourced-airroi
1120275367048669437,Ho Chi Minh City,District 1,Central location; new building; equipped [4 bed],apartment,Entire rental unit,4,2.0,7,138.1,0.409,9721.0,3.4,5.0,6,False,sourced-airroi
32678625,Da Nang,Sơn Trà District,Tropical House*MODERN GREEN 2BR APT*City Center,villa,Entire rental unit,2,1.0,4,46.0,0.669,9713.0,5.6,4.66,65,False,sourced-airroi
1357861050619032463,Da Lat,,Industrial Apartment,apartment,Entire rental unit,2,2.0,4,81.0,0.331,9707.0,2.5,5.0,56,False,sourced-airroi
1466644377699719755,Ho Chi Minh City,,"""Landmark 2"" 41th floor; city ​​view ;2TV Netflix",apartment,Entire rental unit,2,1.0,4,63.1,0.408,9675.0,3.7,4.82,55,False,sourced-airroi
26759335,Da Lat,Phường 10,Stay;Feel&Love_The Valley,villa,Entire home,2,1.0,5,32.6,0.781,9641.0,3.1,4.81,308,False,sourced-airroi
1247740173308095694,Ho Chi Minh City,District 1,4BR Luxe 6* Condos/Free Pool/Airport,apartment,Entire condo,4,2.0,8,200.9,0.132,9595.0,4.8,4.5,8,False,sourced-airroi
584492946845051628,Da Lat,Phường 3,Studio with a gorgeous valley view - HYGGE Da Lat,apartment,Room in boutique hotel,2,2.0,4,63.2,0.442,9545.0,2.2,4.95,21,False,sourced-airroi
1528096591562483665,Ho Chi Minh City,,Metropole Cozy Apt | City View  w/ Pool & Gym,apartment,Entire rental unit,1,1.0,2,70.2,0.377,9485.0,7.6,5.0,8,False,sourced-airroi
41996410,Da Lat,Phường 1,Da Lat handing over the entire home center of Van Anh,villa,Entire townhouse,4,3.0,10,50.0,0.491,9428.0,2.9,4.74,95,False,sourced-airroi
48494745,Da Nang,Hải Châu District,KenKeSu-Whole third floor- Cozy home,villa,Entire rental unit,2,2.0,4,38.3,0.666,9374.0,4.6,4.98,57,False,sourced-airroi
1576487860738669316,Da Lat,,2 Bedroom Apartment; Da Lat Center; Next to Night Market,apartment,Entire rental unit,2,1.0,4,56.2,0.411,9339.0,2.5,4.95,44,False,sourced-airroi
37219611,Da Nang,Sơn Trà District,3 balconies/4pax/Two bedroom apt/Jacuzzi rooftop,apartment,Room in serviced apartment,2,1.0,4,78.3,0.395,9319.0,10.6,4.86,70,False,sourced-airroi
1528119772086628251,Ho Chi Minh City,,Landmark 3bedroom ( 19.10 ) Vinhome Central Park,villa,Entire rental unit,3,2.0,6,73.2,0.352,9250.0,8.3,0.0,2,False,sourced-airroi
1547654568928731458,Da Nang,,Private Villa Pool–BBQ–Billiards|4PN |Good Price for Groups,villa,Entire villa,4,3.0,8,103.7,0.255,9209.0,6.4,5.0,5,False,sourced-airroi
1526078713253741085,Ho Chi Minh City,,Landmark 3bedroom L4 Vinhome ( 33),villa,Entire rental unit,3,2.0,6,74.5,0.348,9146.0,5.9,5.0,9,False,sourced-airroi
41801551,Ho Chi Minh City,District 4,Trésor Le Saigonnais; 3 bedrooms; 27 a,apartment,Entire condo,3,2.0,6,80.2,0.358,8934.0,7.8,4.64,22,False,sourced-airroi
817627615126184542,Da Lat,Phường 3,Dalat Central Resort Apartment,apartment,Entire rental unit,3,2.0,7,47.2,0.519,8918.0,2.5,4.99,99,False,sourced-airroi
1355614393829142586,Ho Chi Minh City,,Spacious 2BR Apt With Landmark 81 View Near Dist1,apartment,Entire rental unit,2,1.0,4,37.4,0.658,8859.0,5.0,4.44,54,False,sourced-airroi
1431830801217228976,Ho Chi Minh City,,3br-Luxury (River&City View)Vinhome Landmark1(32F),villa,Entire condo,3,2.0,6,97.0,0.247,8808.0,3.6,4.91,23,False,sourced-airroi
1167082563420403488,Da Lat,,Le Beau Rêve (villa),villa,Entire home,5,2.0,8,110.2,0.203,8808.0,2.3,5.0,11,False,sourced-airroi
706404806004410654,Ho Chi Minh City,Binh Thanh District,Vinhomes - 2 bedroom apartment with nice view,villa,Entire serviced apartment,2,1.0,4,66.8,0.571,8806.0,6.4,4.95,65,False,sourced-airroi
1483330568697628071,Ho Chi Minh City,,Apartments in Korean Town; District 7,apartment,Entire rental unit,3,2.0,6,52.1,0.441,8727.0,4.1,5.0,66,False,sourced-airroi
1371319256903072882,Ho Chi Minh City,,Sunrise City View 2B Apt.10m to D1/ Free Pool Gym,apartment,Entire condo,2,1.0,4,45.3,0.542,8706.0,4.6,4.83,18,False,sourced-airroi
1464281958523949645,Ho Chi Minh City,,""" Landmark 1 "" 38th floor; nice view; 2TV Netflix",apartment,Entire rental unit,2,1.0,4,62.4,0.356,8692.0,5.2,4.77,26,False,sourced-airroi
1572521995564621960,Da Nang,,Coca Home 4BR *4WC - In the city center - Near sea,villa,Entire home,4,4.0,10,72.7,0.307,8659.0,4.4,4.88,17,False,sourced-airroi
1217154875373241975,Da Lat,Phường 1,39 Uchi - Da Lat City Center Apartment 2BR,apartment,Entire rental unit,2,1.0,4,37.8,0.586,8511.0,3.8,4.72,75,False,sourced-airroi
1387399837889952454,Da Nang,,BRAVO HOUSE-Full AC | near Han River & MyKhe Beach,villa,Entire home,3,3.0,6,65.2,0.323,8488.0,4.9,4.64,22,False,sourced-airroi
692403971616170053,Da Nang,Ngũ Hành Sơn District,Drum Dong Villa  - 300m My Khe beach,villa,Entire villa,4,3.5,8,117.9,0.705,8420.0,5.2,4.8,71,False,sourced-airroi
1505852706120046524,Da Nang,,House 3BR- near Han Market and Dragon Bridge,villa,Entire home,3,2.5,6,136.6,0.176,8378.0,2.9,5.0,6,False,sourced-airroi
1157641425848823370,Da Nang,Thanh Khê District,Cozy 2BR House_Center_Con Market_Train Station,villa,Entire home,2,2.0,4,67.5,0.568,8375.0,9.6,4.91,11,False,sourced-airroi
1401494074781456447,Ho Chi Minh City,,3br Luxurious interiors City View Landmark 5(38F),apartment,Entire condo,3,2.0,6,87.0,0.26,8344.0,3.1,4.83,18,False,sourced-airroi
1537776756569140414,Ho Chi Minh City,,Unique Luxury Apartment -District 1 Central City,apartment,Entire rental unit,4,2.0,9,136.9,0.23,8343.0,10.3,3.33,3,False,sourced-airroi
1425140579150984478,Da Nang,,Leilahome -3BRs -Danang Central,villa,Entire home,3,3.0,6,83.3,0.26,8320.0,2.8,4.5,12,False,sourced-airroi
994134757422898717,Ho Chi Minh City,Binh Thanh District,Vinhomes Central Park - 3BR - Landmark 4 -24 Floor,villa,Entire rental unit,3,2.0,6,71.9,0.368,8269.0,4.7,4.86,14,False,sourced-airroi
1413500705711452181,Ho Chi Minh City,,Le Boulevard-Amazing 1BR Walkable To War Museum D3,apartment,Entire rental unit,1,1.0,2,26.5,0.86,8244.0,4.8,4.77,43,False,sourced-airroi
1445002649180906062,Da Nang,,The Filmore Da Nang with view of Dragon bridge,apartment,Entire rental unit,1,1.0,2,59.6,0.362,8220.0,6.6,4.95,20,False,sourced-airroi
1289799756877698854,Da Nang,Ngũ Hành Sơn District,BalizaHome_2 bedrooms_Balcony_Spacious apartment,villa,Entire rental unit,2,1.0,4,31.1,0.807,8156.0,5.3,4.83,58,False,sourced-airroi
1536624192432006561,Da Nang,,Monarchy 3-bedroom apartment near Dragon Bridge & beach,apartment,Entire rental unit,3,2.0,6,93.2,0.265,8132.0,3.7,5.0,5,False,sourced-airroi
1558383179698172048,Da Nang,,Monarchy 3-bedroom apartment with Han River view near My Khe beach,apartment,Entire rental unit,3,2.0,6,83.9,0.307,8132.0,3.6,0.0,2,False,sourced-airroi
623009829866202086,Ho Chi Minh City,Binh Thanh District,Landmark 2 - 45 Vinhome Central Park,villa,Entire rental unit,1,1.0,2,45.2,0.489,8050.0,6.3,4.78,49,False,sourced-airroi
812702684870205610,Da Lat,Phường 1,Le Ciment 401 - 2 Bedroom Apartment,apartment,Entire rental unit,2,1.0,4,70.6,0.317,8050.0,2.5,4.81,26,False,sourced-airroi
31276678,Da Nang,Hải Châu District,Apt2BR/kitchen+dining table /5' drive Mykhe/center,apartment,Entire rental unit,2,2.0,4,46.5,0.503,8044.0,2.7,4.93,67,False,sourced-airroi
1362233403150796001,Da Nang,,Cam's Homestay,villa,Entire home,4,2.0,9,74.5,0.307,7982.0,5.9,5.0,25,False,sourced-airroi
1376548592429804499,Da Nang,,Hinata Villa_3BR_Quiet_Large Pool_Private,villa,Entire home,3,1.0,6,156.2,0.16,7969.0,3.0,0.0,2,False,sourced-airroi
1186683915108893193,Ho Chi Minh City,District 1,Apartment SOHO 2 bedrom;  Central Sai Gon,apartment,Entire rental unit,2,1.0,4,69.8,0.342,7942.0,3.2,4.62,26,False,sourced-airroi
754913986802945120,Ho Chi Minh City,Binh Thanh District,Landmark 1bedroom - Vinhome Central Park,villa,Entire rental unit,1,1.0,2,45.4,0.482,7940.0,9.3,4.78,32,False,sourced-airroi
49046323,Ho Chi Minh City,District 7,The most beautiful 5-star high-class apartment in District 7 near Dist,apartment,Entire condo,2,1.0,3,44.0,0.639,7940.0,14.6,4.9,42,False,sourced-airroi
1542380135850442871,Ho Chi Minh City,,NU Japan Town D1 | City 2BR | Brand-New Interior,apartment,Entire rental unit,2,1.0,4,57.9,0.405,7930.0,3.4,4.88,26,False,sourced-airroi
1302192061577025187,Ho Chi Minh City,Binh Thanh District,Big discount! Cozy 2BR Green Home/5 Mins to D1,villa,Entire rental unit,2,1.0,4,35.8,0.742,7905.0,4.4,4.82,34,False,sourced-airroi
1287946492943665074,Da Nang,Hải Châu District,Wings house dragon bridge,villa,Entire home,3,3.0,6,141.1,0.168,7873.0,3.1,0.0,1,False,sourced-airroi
1373565067983684114,Da Nang,,Hinata Villa_3BR_Quiet; Large Pool_Korean Embassy,villa,Entire home,3,1.0,6,147.5,0.166,7737.0,3.6,0.0,0,False,sourced-airroi
1161303858128278267,Da Lat,Phường 3,Deluxe Double * with Bathtub 502 (Yukkuri Hotel),apartment,Room in hotel,1,1.0,2,37.2,0.562,7736.0,1.6,4.9,41,False,sourced-airroi
704828817108021980,Da Lat,Phường 5,2 bedrooms - lovely wooden house in the center of Dalat,villa,Entire home,2,2.0,4,33.7,0.624,7664.0,2.5,4.6,48,False,sourced-airroi
12456596,Da Nang,Sơn Trà District,*GOOD PRICE* 1BR Aprt @ 4* A La Carte Danang Beach,apartment,Entire serviced apartment,1,1.0,2,48.4,0.509,7556.0,3.1,4.8,46,False,sourced-airroi
1161300803812257682,Da Lat,Phường 3,Deluxe Double Balcony City View,apartment,Room in hotel,1,1.0,2,36.8,0.548,7505.0,1.9,4.73,22,False,sourced-airroi
1355519229594833030,Ho Chi Minh City,,2 bedroom apartment; landmark 3!,apartment,Entire rental unit,2,1.0,4,47.7,0.439,7474.0,7.8,4.53,15,False,sourced-airroi
54201211,Da Lat,Phường 10,Charming Studio Café & Bar with big garden,apartment,Room in boutique hotel,1,1.0,2,53.2,0.381,7472.0,2.2,4.98,43,False,sourced-airroi
1551297486673139186,Ho Chi Minh City,,4Br bedroom in the center of District 4; 20% off,apartment,Entire rental unit,4,2.0,8,102.8,0.203,7444.0,10.6,4.75,4,False,sourced-airroi
817212036990332976,Da Lat,Phường 1,Spacious Duplex Studio with Private Balcony,villa,Private room in home,1,1.0,2,27.9,0.832,7416.0,11.9,4.84,49,False,sourced-airroi
29658149,Da Nang,Xã Cẩm Thanh,private pool villa- 2bedroom,villa,Entire home,2,1.0,4,81.7,0.272,7415.0,3.3,4.84,106,False,sourced-airroi
1249072307270142892,Ho Chi Minh City,Binh Thanh District,Spacious; renovated; fully equipped; dryer [4-bed],apartment,Entire rental unit,4,4.0,8,123.7,0.48,7385.0,3.9,4.67,3,False,sourced-airroi
1342680141494799585,Da Lat,,DaLat Center Vintage  Apartment 70m2,apartment,Entire rental unit,2,1.0,4,57.0,0.362,7350.0,4.1,4.79,24,False,sourced-airroi
1519359786361635372,Ho Chi Minh City,,【3BR -City View】 【FREE PICK UP】Luxury Highfloor,apartment,Entire rental unit,3,2.0,6,139.0,0.148,7339.0,2.7,0.0,2,False,sourced-airroi
40331770,Da Nang,Sơn Trà District,Sena Homestay by Night Market*Danang Dragon Bridge,villa,Entire rental unit,2,1.0,4,29.0,0.685,7322.0,2.2,4.91,67,False,sourced-airroi
783995224024615678,Da Nang,,Corner 3BDR Suite with Spectacular City Views,apartment,Entire condo,3,2.0,6,127.3,0.158,7296.0,3.2,4.9,10,False,sourced-airroi
1035762040220076018,Ho Chi Minh City,District 1,“Spacious 4BR Apartment with Stunning River Views,apartment,Entire rental unit,4,2.0,10,107.8,0.169,7275.0,3.5,5.0,3,False,sourced-airroi
1511460193750435955,Ho Chi Minh City,,Landmark 1 4bedroom Luxury Vinhome,villa,Entire rental unit,4,3.0,8,150.1,0.236,7273.0,4.5,4.33,6,False,sourced-airroi
43598339,Da Nang,Sơn Trà District,Astro House /Santorini 2BR APT/ My Khe beach area,villa,Entire rental unit,2,1.0,4,43.6,0.467,7191.0,3.6,4.96,147,False,sourced-airroi
1065022053148838174,Ho Chi Minh City,Thủ Đức,Charming 2BR in Lumiere by Ray,apartment,Entire rental unit,2,1.0,4,100.2,0.308,7188.0,4.5,4.93,15,False,sourced-airroi
